...1,...2,Method1_Edgescore,Method2_Edgescore,Method3_Edgescore,Method4_Edgescore
Gene 25,Gene 1,0.32082295520425985,0.005286525857666211,0.0069636940698929815,0.02041644694272584
Gene 26,Gene 1,0.6412575401857226,0.017078090422432635,0.016853188236589205,0.01997421568942812
Gene 27,Gene 1,0.5008659849808176,0.029292588000620325,0.025836462034479115,0.07644637498166025
Gene 28,Gene 1,0.16413947211602717,0.005398004984914854,0.0031595839971643724,0.03020554005313142
Gene 29,Gene 1,0.5726272769366725,0.01706618284738304,0.005056817436024989,0.03005473776179352
Gene 30,Gene 1,0.8310123326673754,0.0372661628765207,0.04768316940568187,0.09881656227524038
Gene 31,Gene 1,0.8049429039986719,0.03241125728931788,0.028741021377597233,0.044420051968113224
Gene 32,Gene 1,0.08761696459802264,0.002216754772589798,0.004429041112757924,0.013866637325569498
Gene 33,Gene 1,0.14445504211589302,0.001999991809375619,7.500304895172723e-4,0.10981200381474705
Gene 34,Gene 1,0.031629731864307314,0.00819652273711079,0.009985544647963904,0.06120241878074455
Gene 35,Gene 1,0.2580389934053279,0.012644568357370852,0.004184325751175434,0.01709752532532077
Gene 36,Gene 1,0.31790752012785023,0.0066030183233055555,0.0053019439701811905,0.0377855705319989
Gene 37,Gene 1,0.6230546481790907,0.03588159381329306,0.017547078229839884,0.018165128892303962
Gene 38,Gene 1,0.11025535760978081,0.008466877855829733,0.01681882005709031,0.045247197748219094
Gene 39,Gene 1,0.016370777468363868,0.0207775783549878,0.017155430793363312,0.025746909203744985
Gene 40,Gene 1,0.7584318162931557,0.02023844137206752,0.04996811773766383,0.1338651830319621
Gene 41,Gene 1,0.5414402997511517,0.019691668435541966,0.01889794396736198,0.08942578841025164
Gene 42,Gene 1,0.5844918991842537,0.029285835122434323,0.009737666135053951,0.07519623693844994
Gene 43,Gene 1,0.20458050211539663,0.009512523652668806,0.010300739498355862,0.03052489323593483
Gene 44,Gene 1,0.4688793626427294,0.039560548549339755,0.02135230061248361,0.014497319250451841
Gene 45,Gene 1,0.6636476283669196,0.0342454959886945,0.03323843422576259,0.03365961203970541
Gene 46,Gene 1,0.5231859701060123,0.03258476828417206,0.013040537833029808,0.03236853627539357
Gene 47,Gene 1,0.20822298337249723,0.003332641623501935,0.005837732680944619,0.01999189093851919
Gene 48,Gene 1,0.3823091192390245,0.03317176072391251,0.029511415146678585,0.031762879677410864
Gene 49,Gene 1,0.2668813614057037,6.131708508351286e-4,0.006918141720459408,0.05428869024352043
Gene 50,Gene 1,0.38348013357598176,0.0013750689976650644,0.01699801026714285,0.013976530143365175
Gene 51,Gene 1,0.2814322794778864,8.831544477287834e-4,4.3344532513888367e-4,0.015737483889478973
Gene 52,Gene 1,0.09378875364512451,7.917771288828961e-4,0.0024897450457943217,0.023316676498509548
Gene 53,Gene 1,0.2912919652030149,0.027173824405362687,0.03052572760726329,0.04049012549461184
Gene 54,Gene 1,0.06631168155773566,0.014604896803082865,0.010416363162074494,0.04179817913081457
Gene 55,Gene 1,0.6625058847788906,0.030627368795356897,0.03653238456839489,0.08281709559059096
Gene 56,Gene 1,0.3961651833295667,0.01360236024580372,0.007027219611372251,0.03413936864286292
Gene 57,Gene 1,0.09934127942852496,0.0029212553200380497,0.016861356197589477,0.04773205930822558
Gene 58,Gene 1,0.7495968040544362,0.02126941243343337,0.0285096893311865,0.0021370286792317737
Gene 59,Gene 1,0.4807875169482866,0.007398562284856677,0.01728805754764401,0.1596954848017736
Gene 60,Gene 1,0.7124979244929804,0.033475054999107245,0.015497907090921319,0.0199621383924619
Gene 61,Gene 1,0.3362945151720359,0.022163365529519995,0.006394017981921743,0.028298051249647117
Gene 62,Gene 1,0.06390882911136016,0.022887230880304123,0.013104361426140694,0.02053583124321587
Gene 63,Gene 1,0.5964592763580228,0.011785267920245292,0.01828800665430825,0.008307320276383385
Gene 64,Gene 1,0.5014526283519447,0.02143689781727317,0.0038997286680622022,0.009061427405103113
Gene 65,Gene 1,0.07155767780791696,0.0029362910219694624,0.032094707808129126,0.07022787054908204
Gene 66,Gene 1,0.08599741800548376,0.01440273948376022,0.017539170505166367,0.007758875850563866
Gene 67,Gene 1,0.3659515681612715,0.03208699663140746,0.027594933831514703,0.021573061244521057
Gene 68,Gene 1,0.49198353588170746,0.016224666714517298,0.008061870667095409,0.07059048864258369
Gene 69,Gene 1,0.3122127008280426,0.010630578022017223,0.012449451758249805,0.03109021250462237
Gene 70,Gene 1,0.38658662628366103,0.004401264422438946,0.020483365034806685,0.09809226659927281
Gene 71,Gene 1,0.463191738153648,0.005889922058323753,0.02588679545065336,0.13605449295591376
Gene 72,Gene 1,0.02363829710795441,0.008907060044250879,3.7233524136404583e-4,0.0023848712354132967
Gene 73,Gene 1,0.4657864660041566,0.016063148713898204,0.01173584562948248,4.042618176260805e-4
Gene 74,Gene 1,0.3437243834458377,0.03198544074310175,0.018382606443183146,0.07218359657765022
Gene 75,Gene 1,0.47935909459501397,0.009620906419311813,0.006013470866451733,0.02946051335947356
Gene 76,Gene 1,0.4442964327436439,0.0033380591097399662,0.009026692285592627,0.010717908822827641
Gene 77,Gene 1,0.29674479763350003,0.003208963077779109,0.002108004957577197,0.0020116742619986617
Gene 78,Gene 1,0.13466180107731351,0.008213783963717325,0.011815866365103574,0.014405787015470614
Gene 79,Gene 1,0.6525988118015986,0.022945169497936832,0.02814822442644883,0.03567942779831347
Gene 80,Gene 1,0.4440722746520585,0.020904910314154833,0.009708642066365493,0.014197946865969731
Gene 81,Gene 1,0.24960615408699335,0.01040193967063215,0.004420719796515531,0.08392942011519847
Gene 82,Gene 1,0.6612673193820252,0.020150789185543812,0.021268432330278288,0.013461891934660769
Gene 83,Gene 1,0.30906857734816257,0.007052382394078127,0.012480672238171554,0.007348114211259001
Gene 84,Gene 1,0.440805019811134,0.02662151021974251,0.010751666087576162,8.29852843207307e-4
Gene 85,Gene 1,0.6506963350954755,0.020878621387589384,0.019708928909678528,0.02628287130692342
Gene 86,Gene 1,0.2787666647506054,0.004158020304637267,0.008036045075332454,0.017125102242427154
Gene 87,Gene 1,0.022935092957855698,0.00399185915872905,0.010593103466856489,0.02322528870295201
Gene 88,Gene 1,0.47241213332175236,0.021157604108454055,0.018965425100848983,0.025310065019526866
Gene 89,Gene 1,0.3156316073748954,0.013285255733539846,0.002650909115975237,0.04130867618351766
Gene 90,Gene 1,0.5801210290202063,0.013301472471181831,0.034852934890062054,0.1731956375353313
Gene 91,Gene 1,0.0825661152874008,0.007856413834057129,0.007226623636307278,0.0194477115486119
Gene 92,Gene 1,0.6218194215309961,0.00998513631489193,0.02385264179021078,0.05618386391631168
Gene 93,Gene 1,0.29414384158863194,0.003185874216395444,0.015817202106547367,0.08318107010839906
Gene 94,Gene 1,0.41991129203942384,2.3260610145313474e-4,0.014076656440067049,0.08167189068072778
Gene 95,Gene 1,0.4310304971044513,0.03562114110698912,0.028438223140742742,0.13549155865171178
Gene 96,Gene 1,0.5290158955025146,0.03646009077923748,0.001369681795348604,0.07869505600033827
Gene 97,Gene 1,0.16575503491570326,0.004318808750055856,0.02148137352998752,0.03369195502847682
Gene 98,Gene 1,0.2911471848571598,3.587362082259956e-4,0.015025277610530186,0.003492290093123962
Gene 99,Gene 1,0.11914319962991973,0.012606875341836651,0.01765041895390102,0.08060701918837715
Gene 100,Gene 1,0.1069140859670656,1.1600889429006726e-4,0.020914538706026973,0.013058435859083764
Gene 3,Gene 2,0.400124390730507,0.019003164219755272,0.006698555664996834,0.043450145963094766
Gene 4,Gene 2,0.7084798762014196,0.019661343422167517,0.01484860006284523,0.002400600713383178
Gene 5,Gene 2,0.47832761680529545,0.00639452528213079,0.008749396007281564,0.036126554353315465
Gene 6,Gene 2,0.9704897463024378,0.025176967952038054,0.029192524667856202,0.06306985685970751
Gene 7,Gene 2,0.580424444559121,0.02352591465156395,0.010827870210169802,0.02507326049494578
Gene 8,Gene 2,0.6633536403153935,0.015800467062121286,0.015661199979733725,0.09209124987214151
Gene 9,Gene 2,0.609063031713774,0.01499860066248659,0.012525298303903903,0.002976369045148099
Gene 10,Gene 2,0.6130222880434679,0.009376857590685655,0.016543764116108202,0.012992588065578538
Gene 11,Gene 2,0.38500150924188153,0.009079334775256626,0.005541745293275668,0.0052189237374981445
Gene 12,Gene 2,0.34471566840592666,0.005491692514961654,0.004412352655178213,0.1354345591969795
Gene 13,Gene 2,0.1001590970426306,0.005249528373218771,0.006370437042191373,0.01236970892528676
Gene 14,Gene 2,0.8862945908988898,0.022185497141136948,0.027245569237241037,0.029703861578956988
Gene 15,Gene 2,0.17140376169019964,0.004006277995481626,0.008830336311910133,0.07468876984026171
Gene 16,Gene 2,0.23398388880197313,0.013929795452377785,0.014169213986460184,0.05814539226337109
Gene 17,Gene 2,0.8686255264239686,0.025545710242454653,0.02023989744403538,0.02736694711139344
Gene 18,Gene 2,0.9739883797607986,0.027890303316299783,0.0314583782236051,0.07537081568248759
Gene 19,Gene 2,0.8277039926784826,0.027695016565197066,0.02158577238291412,0.0011234712076986027
Gene 20,Gene 2,0.9023156776723021,0.02055972728920508,0.028586174356720524,0.03932306188514069
Gene 21,Gene 2,0.6210822829045729,0.01084012052285536,0.013128975575912128,0.019803126441302023
Gene 22,Gene 2,0.9275507742259407,0.02281888960820801,0.027284893319176773,0.02854025483211174
Gene 23,Gene 2,0.6488943237880068,0.022191572548441778,0.010049668347198892,0.00969947542284136
Gene 24,Gene 2,0.9332237132001886,0.026500003325750733,0.030293502910542093,0.05172886160887133
Gene 25,Gene 2,0.9133410431501218,0.025390739593216735,0.031344139989949525,0.027239330441670637
Gene 26,Gene 2,0.7566488679241298,0.01580650488350251,0.019312669398695154,0.034082533235762914
Gene 27,Gene 2,0.1631206412855793,0.006236788033240594,0.010314586387201632,0.008529228203718845
Gene 28,Gene 2,0.36985132737096493,0.01867641773483812,0.013890171936017444,0.011608291169868532
Gene 29,Gene 2,0.6956058641628973,0.014667614342964997,0.0210306354841519,0.071926362076217
Gene 30,Gene 2,0.5218997463268163,0.010013359332677605,0.011123066120056686,0.011580391313512902
Gene 31,Gene 2,0.5086629901936487,0.005091144988717789,0.013254594611105413,0.05488456941368357
Gene 32,Gene 2,0.725663241733421,0.02476276803334872,0.025949315698957122,0.013580412928957883
Gene 33,Gene 2,0.056226898202181255,0.005690433063716645,0.007694492662963593,0.0530498400398356
Gene 34,Gene 2,0.23099718310591164,0.006131283104282879,0.017587965298339257,0.036025454010114394
Gene 35,Gene 2,0.11751543448357672,0.0027167125639843814,0.010610731452416006,0.015451223506447783
Gene 36,Gene 2,0.9026245515531248,0.026759370198805373,0.021979139282014757,0.028947078257604578
Gene 37,Gene 2,0.16368916696379543,3.8559344312028617e-4,0.005929104055778858,0.003912289102546537
Gene 38,Gene 2,0.6882271905344564,0.02667486572979175,0.018348121241057537,0.029468103950065244
Gene 39,Gene 2,0.39038407543798564,0.007743470886905717,0.010801623227219507,0.020402168717288782
Gene 40,Gene 2,0.21948847010275668,0.0024176968470516597,0.007327344344601205,0.003838169187036888
Gene 41,Gene 2,0.8410346434447732,0.024254033892000385,0.01886927093480846,0.0029328542639592845
Gene 42,Gene 2,0.35245721348449083,0.005353776862247572,1.54092325111724e-5,0.0716888798835657
Gene 43,Gene 2,0.08863096850301684,0.0037861302816408105,0.0035757337237978678,0.006310745590889327
Gene 44,Gene 2,0.02298618424286532,0.001816301687121492,0.0020776832549478995,0.04039613827242987
Gene 45,Gene 2,0.13135348714025827,0.013452252150256494,0.008237552236431066,0.00337416973658048
Gene 46,Gene 2,0.08179421157319074,4.8280870395216863e-4,0.007214910260672287,0.03976922914327035
Gene 47,Gene 2,0.8123783601714972,0.024874439019607023,0.019019869804125678,0.02764872235752722
Gene 48,Gene 2,0.040257592549236214,0.003026136161423137,8.600915094113593e-4,0.0024276705600614354
Gene 49,Gene 2,0.5509590853769155,0.014198878354482865,0.008380535149874087,0.00831823545766256
Gene 50,Gene 2,0.9183104799467315,0.02648503226218451,0.026076616337595546,0.021652534920092427
Gene 51,Gene 2,0.8171809361824537,0.025032793180836788,0.017415078895784048,0.0045529252346086695
Gene 52,Gene 2,0.33522548356883825,0.016335282271520694,0.010367866778426105,0.04889528085647035
Gene 53,Gene 2,0.37736139720833684,0.015029505807817256,0.005390072764892327,0.0010746254628611748
Gene 54,Gene 2,0.5265803214657546,0.015609985101575305,0.010683020085164946,0.03412494993004792
Gene 55,Gene 2,0.44432190890505335,0.008412305819197859,0.010194311355774846,0.038007787839673894
Gene 56,Gene 2,0.5437299387815071,0.011891387928349408,0.009202024125597272,0.012019935300239855
Gene 57,Gene 2,0.4495483080385979,0.019265262709735602,0.009838229690135529,0.017630091484152746
Gene 58,Gene 2,0.7677936093094854,0.01511674623338903,0.020961556557402346,0.061571277879546055
Gene 59,Gene 2,0.7757623728918626,0.019000381366958287,0.016947017628858647,0.009494177072169764
Gene 60,Gene 2,0.5609323957086813,0.009320930209062028,0.012039577383059295,0.037469601613817696
Gene 61,Gene 2,0.1178593947017041,0.007414708681160455,0.00700899273341027,0.010318022913573933
Gene 62,Gene 2,0.3573298362218069,0.006489650328156318,0.014100852300462437,4.777446212759178e-4
Gene 63,Gene 2,0.5757042194075895,0.008264653428412046,0.016547402380708388,0.007023310497590453
Gene 64,Gene 2,0.5360602087827503,0.013093326052783877,0.004467462930273039,0.01126725369576987
Gene 65,Gene 2,0.6893299892997486,0.017975290232816996,0.019530077386103017,0.05094623938163251
Gene 66,Gene 2,0.027823393652850185,6.233956561749339e-4,0.006566333924253235,0.059311511511879404
Gene 67,Gene 2,0.13680366476895964,0.0012527047235381169,0.015965091505889824,0.016481897078129595
Gene 68,Gene 2,0.8268309390625855,0.018174462511437346,0.024954769196563965,0.04385308699439901
Gene 69,Gene 2,0.2589428859850568,0.016394463027960878,0.009473223543770504,0.05944168860267676
Gene 70,Gene 2,0.8990931030371968,0.02655195242255187,0.02470818420477669,0.06329772827562212
Gene 71,Gene 2,0.8992977690489776,0.025681875205193067,0.025269265729300442,0.0049471649066099655
Gene 72,Gene 2,0.42559404873214296,0.017176648862102788,0.014862590120443338,0.017522086275210604
Gene 73,Gene 2,0.2567296276923802,0.004517238808676192,0.004969312199991608,0.003572938872638071
Gene 74,Gene 2,0.5158900490169841,0.01855420822455872,0.02464812271118543,9.045712606231624e-4
Gene 75,Gene 2,0.4789949302755135,0.0073366514516740675,0.008289897228268017,0.0015319716561348483
Gene 76,Gene 2,0.9367316120897151,0.023952912168714043,0.028088452562187782,0.03305403593666073
Gene 77,Gene 2,0.9456336584523568,0.024722310703222457,0.02998969137729386,0.02678577990323472
Gene 78,Gene 2,0.08613302921204295,0.0022655257618516902,0.008487714209364873,0.013911367430547978
Gene 79,Gene 2,0.754917779718479,0.020563192047528156,0.01231071329860426,0.003243523278369136
Gene 80,Gene 2,0.7553452595746254,0.023204198573985927,0.014782798551049948,0.023445200975565152
Gene 81,Gene 2,0.004797283296307264,0.0033947498008447896,0.010903528492136137,0.020443488157632993
Gene 82,Gene 2,0.4339394494090859,0.004328771749936022,0.0074339813858303825,0.02639338965980635
Gene 83,Gene 2,0.05011042967866604,0.01082091987823453,0.004315105177088684,0.05478616778117501
Gene 84,Gene 2,0.29283295566861,5.836229013023051e-4,0.012588145991571483,0.010363567269609892
Gene 85,Gene 2,0.38567167662585,0.002555389836980842,0.005783229286673934,0.01696699605666118
Gene 86,Gene 2,0.908340655905604,0.027209549844964168,0.025642887959778215,0.01024048963221723
Gene 87,Gene 2,0.6088684272828149,0.019649606689835626,0.02549517197899389,0.04537748252335081
Gene 88,Gene 2,0.7170730944237327,0.020716109399726578,0.01762611936626042,0.006684838411721884
Gene 89,Gene 2,0.06129437809512293,1.8926985683493e-5,0.01131701878670122,0.07157455961639449
Gene 90,Gene 2,0.7307580249955002,0.019573692783006393,0.0165957237404979,0.060503386307424904
Gene 91,Gene 2,0.23628022043654034,0.007547462126504858,0.018122218005964093,0.03263698410698049
Gene 92,Gene 2,0.7475816150533348,0.014664557395878809,0.021983621199316232,0.015559856288815066
Gene 93,Gene 2,0.5842364743985815,0.016316047393570978,0.013184729303797112,0.04401104757230726
Gene 94,Gene 2,0.7191187860547431,0.017023990977130865,0.01956994220117486,3.7659762200114357e-4
Gene 95,Gene 2,0.5411692967231168,0.02187460339887161,0.021608780803669018,0.053637519205835135
Gene 96,Gene 2,0.18837985279952765,0.0018969826452986931,0.005256373705471072,0.04706434666265227
Gene 97,Gene 2,0.4757000377792796,0.016488308925385893,0.020856661441940733,0.005274420668568664
Gene 98,Gene 2,0.8580989965041046,0.026173327787944175,0.026846472632529574,0.012342854498891546
Gene 99,Gene 2,0.6929160110758581,0.02672320878288105,0.01653393378290638,0.011245329028334708
Gene 100,Gene 2,0.16664885877655317,0.009041083481506212,0.0054296714644164875,0.06733077391095085
Gene 4,Gene 3,0.3968548951216218,0.006846390321841151,4.2126045346282167e-4,0.031900980873132215
Gene 5,Gene 3,0.07848228737235406,0.00781330793902604,0.008139854447994112,0.054991573587212586
Gene 6,Gene 3,0.3341634691788283,0.014105671051788104,0.005177962302106182,8.530927767867747e-4
Gene 7,Gene 3,0.833375143942444,0.021175123201503096,0.04281788139346451,0.06349514431193742
Gene 8,Gene 3,0.17663647589884748,0.0016670237511130347,0.006986487798055614,0.10573290384436854
Gene 9,Gene 3,0.23851669021401517,0.001146832753356762,0.0168817728723426,0.032385752271360625
Gene 10,Gene 3,0.1870182287299632,0.0040540701104180505,0.020281294479833217,0.06942617740239332
Gene 11,Gene 3,0.16684286672597004,0.0037428227716391716,4.4960041239114443e-4,0.011063390462834645
Gene 12,Gene 3,0.10022376117224689,0.008868489753487141,0.00683674771670365,0.06942590172986327
Gene 13,Gene 3,0.2232058212610591,0.0013748272233895346,0.02712373929078418,0.09855425802403371
Gene 14,Gene 3,0.24715770791674185,0.010598831830730905,6.371867829080781e-4,0.020138758305774856
Gene 15,Gene 3,0.11445389071688128,0.009073114240751372,9.394351108382968e-4,0.10018458037471686
Gene 16,Gene 3,0.4222227949035412,0.025313717167031152,0.017141783240394268,0.02258009310252336
Gene 17,Gene 3,0.5522974029945962,0.014157968358362267,0.024521496938222948,0.07322465935366115
Gene 18,Gene 3,0.45844406995623993,0.020595118699026436,0.0071023509162801614,0.05386143179269462
Gene 19,Gene 3,0.673331834034766,0.021869332867050104,0.030722818324911562,5.429516129529206e-4
Gene 20,Gene 3,0.10847141705208543,0.007819184764796696,0.005231605766425945,0.0018252175732824238
Gene 21,Gene 3,0.06475584128770198,0.00345641394112862,0.011258208537197067,0.05729652401531687
Gene 22,Gene 3,0.19404151928598887,0.010622077886481309,0.005012185017197574,0.03737721426752698
Gene 23,Gene 3,0.7507667671203595,0.0137192800098235,0.04647169755475749,0.0746661265133515
Gene 24,Gene 3,0.34920574375394803,0.021860808852398963,0.0016600558327197843,0.013935806614328259
Gene 25,Gene 3,0.3413700230297562,0.021619792074497386,4.966515572584524e-4,0.08074039427283551
Gene 26,Gene 3,0.060410380345193186,1.911150810322386e-4,0.0039281627091522775,0.019569176314129706
Gene 27,Gene 3,0.2769229300319852,0.0030365670186660084,0.0021634890524510836,0.04544250866292181
Gene 28,Gene 3,0.7139368048585534,0.025635896065349384,0.03589783550559458,0.09105331960353863
Gene 29,Gene 3,0.03616061505109292,6.518412320466451e-4,0.010686684110865884,0.011187059419608004
Gene 30,Gene 3,0.03337311495900918,0.003115318842643813,0.01071697137192048,0.0014843069902930558
Gene 31,Gene 3,0.2713378145935579,0.009277527318769034,0.021491808559163765,0.06878146368939092
Gene 32,Gene 3,0.5581666187762443,0.027502583912376075,0.01746985473193673,0.02980660994317086
Gene 33,Gene 3,0.6051180954276623,0.009651664504487192,0.03609807896464878,0.050805626840038295
Gene 34,Gene 3,0.15614663461390255,0.014790574950604051,0.02487483598056858,0.04441174242953341
Gene 35,Gene 3,0.2274853254279101,0.010443618572962212,0.022669528453101682,0.06659774952280337
Gene 36,Gene 3,0.5772482620236545,0.01678767780045215,0.02390245014856246,0.0410402171667776
Gene 37,Gene 3,0.05328637564140324,0.015418185335279713,0.011243131754087497,0.06363863726713426
Gene 38,Gene 3,0.8549277560137604,0.026323353339562997,0.04152125430598892,0.09910935118754555
Gene 39,Gene 3,0.09690307621012755,0.0017751042473020172,0.006687344545762452,0.01610944352193191
Gene 40,Gene 3,0.5706315873753788,0.01067606456180209,0.03763251363431942,0.01977949330057425
Gene 41,Gene 3,0.4630523841859462,0.01439666049886651,0.011030014368584428,0.0924582350366832
Gene 42,Gene 3,0.03752075059090155,0.010462355145834684,0.0050188081561799765,0.05377578521701256
Gene 43,Gene 3,0.49586734000545896,0.010328857883288849,0.030797187777319823,0.09861284436750997
Gene 44,Gene 3,0.06321095799577732,0.00897665269111883,0.003733286286469987,0.09247630398401194
Gene 45,Gene 3,0.5657063739626932,0.024074687191502894,0.0261773263144546,0.1178114220679353
Gene 46,Gene 3,0.08504262233254033,0.01259859187334404,0.010621658968361376,0.10636422558738495
Gene 47,Gene 3,0.5490312858173076,0.015294319998855041,0.022209863040133053,0.06641373739117779
Gene 48,Gene 3,0.2928271059295572,1.1916736414712315e-4,0.019711168620110717,0.08372116002845617
Gene 49,Gene 3,0.23527677610354766,3.552436008597958e-4,0.011733804892461652,0.008587874333350107
Gene 50,Gene 3,0.45381941137201315,0.018850239993337892,0.010841529914353753,0.044904663403730644
Gene 51,Gene 3,0.5374052077032291,0.015075260948402117,0.01894187688955934,0.059418169223847184
Gene 52,Gene 3,0.6501361115000067,0.01945678296247759,0.028693640718896348,0.071923807167208
Gene 53,Gene 3,0.4168892575284059,0.007776426930379874,0.026427175577549127,0.04653227242392845
Gene 54,Gene 3,0.2974733389253462,0.005213535019518965,0.01646426973388839,0.017011826643854228
Gene 55,Gene 3,0.15520039129285318,0.003440557654638268,0.01705592605263545,0.35592739383171834
Gene 56,Gene 3,0.17552332092452397,0.003881117195942706,0.0096983481187174,0.024334611329678114
Gene 57,Gene 3,0.7343417619903659,0.019463806933639794,0.031815193007554046,0.023549468596981767
Gene 58,Gene 3,0.03717598889729117,2.6450148307263256e-4,0.013003310541565505,0.042921448049997965
Gene 59,Gene 3,0.22091806153935598,0.0069054577924290705,0.0222452022262032,0.06701656901799466
Gene 60,Gene 3,0.06017105287133671,0.006691007764928051,0.013479798245093636,0.047726675330587866
Gene 61,Gene 3,0.0798563751949373,0.01826794512169276,0.014425252199768427,0.12750670760322885
Gene 62,Gene 3,0.2341403354181268,0.004869848576701748,0.022326187260232284,0.04419270328074794
Gene 63,Gene 3,0.29460658005554524,0.005532452527739497,0.025749321815848623,0.02337105840367272
Gene 64,Gene 3,0.2542337515830326,0.002487205965673881,0.00965166267417013,0.08142371127051956
Gene 65,Gene 3,0.17798575636292016,0.011815617250398414,0.01644935409167885,0.07690633920604494
Gene 66,Gene 3,0.0228515190516111,0.009205395570595461,0.011702781141396239,0.046038427835213634
Gene 67,Gene 3,0.27075592725102543,0.0058470906431417015,0.025894428023832995,0.1044518153598674
Gene 68,Gene 3,0.05919388616898027,0.006406825945223932,0.009756161654626224,0.02822574355401432
Gene 69,Gene 3,0.7723728445554585,0.024194877903113254,0.0437035175275073,0.09375426735150286
Gene 70,Gene 3,0.594353315045788,0.01822016016735829,0.03961054923263499,0.17947932379539766
Gene 71,Gene 3,0.3701461685422785,0.018929554985744425,7.769244727311646e-4,0.010490363960005899
Gene 72,Gene 3,0.5081701842430346,0.020172464776082165,0.012207037517150644,0.022867152970459714
Gene 73,Gene 3,0.10184821926023874,0.01075518887027702,0.01114017017710232,0.013537188066188626
Gene 74,Gene 3,0.2835561828259641,0.02650336005345346,7.327392825447225e-4,0.02106862733621849
Gene 75,Gene 3,0.1356111618340368,0.008521761042612484,0.010349922773417869,0.01185800152674284
Gene 76,Gene 3,0.21200347491019725,0.013093982916089278,0.006343062561913314,0.09279926336790911
Gene 77,Gene 3,0.22662066459944027,0.016499501234742815,0.0046349463058570906,0.01781082528604429
Gene 78,Gene 3,0.252016842593549,0.009259278581602755,0.023615982561549162,0.04340750584407499
Gene 79,Gene 3,0.4165244173339383,0.007533622197594984,0.01553156635506472,0.061372837184028056
Gene 80,Gene 3,0.5757334956458722,0.014128794642539876,0.021827154225705615,0.015872301478400772
Gene 81,Gene 3,0.05756791752010738,0.017043654056846692,0.00754388588217449,0.051275984330100007
Gene 82,Gene 3,0.2504328522842188,0.012042831978492593,0.016905493426992154,0.017592708858113235
Gene 83,Gene 3,0.8026116021463848,0.016613863738918558,0.05380267302269457,0.15172788552278416
Gene 84,Gene 3,0.24387566038344785,0.009068878950460196,0.006710545756982234,0.002900343751488779
Gene 85,Gene 3,0.297518467072297,0.013874266681041535,0.0190805680239279,0.025529941523739105
Gene 86,Gene 3,0.5028180933201781,0.02163304098172402,0.01934415131235477,0.04519709920399462
Gene 87,Gene 3,0.32330796703293424,0.021937057338621772,0.016017333418032263,0.12964153069636986
Gene 88,Gene 3,0.30065163605030254,0.015226974713087503,0.010626824716177456,0.15192558838661313
Gene 89,Gene 3,0.052235287630917664,0.013585171811926911,0.008549288840230863,0.03617878538047427
Gene 90,Gene 3,0.39127581904808,0.0071190923627296185,0.012548146342467356,0.06995639554668559
Gene 91,Gene 3,0.02784341782893194,0.017738422593023394,0.016810956062937043,0.013517176666059583
Gene 92,Gene 3,0.13141740061729906,0.0020816924459209738,0.019757677027848565,0.056039210608026774
Gene 93,Gene 3,0.3105891320960797,0.0053456656081361485,0.014210535526678805,0.09228050006851465
