...1,...2,Method1_Edgescore,Method2_Edgescore,Method3_Edgescore,Method4_Edgescore
Gene 56,Gene 17,0.756466550297976,0.017261939360611944,0.01961018256433634,0.02351240654920033
Gene 57,Gene 17,0.4829717652832546,0.011833518471420699,0.015634204867523656,0.0027330643781960763
Gene 58,Gene 17,0.7155073155245167,0.017500528756637004,0.012439408189005205,0.01217925887555395
Gene 59,Gene 17,0.7778286388092049,0.021346426738432255,0.018954570907845688,0.013008140778192213
Gene 60,Gene 17,0.5960886775240445,0.011014666940572092,0.008089239772695182,0.049549443953976036
Gene 61,Gene 17,0.14188858385756487,0.0029991875643285565,0.009865823705815936,0.056687036299623676
Gene 62,Gene 17,0.31599516538941474,0.014963721762230797,0.00665011267501692,0.02845249437411379
Gene 63,Gene 17,0.5362252199962105,0.014481296882436592,0.0070339596356944235,0.023110208470054322
Gene 64,Gene 17,0.7709114142868051,0.015803440380827673,0.01930848086778985,0.011141277685676427
Gene 65,Gene 17,0.5445832745106758,0.017187038864154184,0.0011086065557345502,0.025601355515090587
Gene 66,Gene 17,0.3553324504278555,0.00981655333281692,0.015073198976802179,0.014821077937306247
Gene 67,Gene 17,0.03488494443641165,0.009469834753557067,7.751020431644561e-4,0.036694121567696844
Gene 68,Gene 17,0.6739211862072703,0.0185358533108408,0.007068935993547984,0.013651657110343964
Gene 69,Gene 17,0.21803361413563246,0.007034507443272131,0.01287400852356179,0.006694014625043359
Gene 70,Gene 17,0.8856242770911578,0.02415643573883888,0.026744367292546405,0.0347000219974843
Gene 71,Gene 17,0.7955781034363966,0.022228737720012697,0.021066235634726052,0.030360221149907093
Gene 72,Gene 17,0.28377855346677405,0.006928622483543525,0.008756127201595118,0.0826363765422254
Gene 73,Gene 17,0.5998253984037968,0.010635815658066984,0.018907333125008852,0.03352337986989079
Gene 74,Gene 17,0.31752875111777223,0.01709596745373032,0.012233069381787426,0.015183450626642487
Gene 75,Gene 17,0.6232350575792304,0.01563340582085384,0.01294674691826116,0.006887635768185784
Gene 76,Gene 17,0.8634992265230992,0.025127202377452626,0.01947344036640282,0.03572405599974737
Gene 77,Gene 17,0.8095618680424821,0.025605654852214974,0.017037558464572077,0.04021244391589858
Gene 78,Gene 17,0.48456137043474634,0.007837276603631791,0.01718616798233537,0.04395236962385266
Gene 79,Gene 17,0.8455178745652708,0.018659587721894806,0.021932008719393565,0.04288586022190171
Gene 80,Gene 17,0.7710072790277581,0.01760840070753532,0.017896640213849,0.01027411739386678
Gene 81,Gene 17,0.36241550237205683,0.0049276375814085865,0.012796882246119672,0.026210262926873458
Gene 82,Gene 17,0.5309971735658848,0.011316543342652467,0.008975687274651804,0.03519405111258597
Gene 83,Gene 17,0.18183640548153965,0.003694257609848921,0.013225314486668,0.015214294000519428
Gene 84,Gene 17,0.16204147640555897,0.0022886645614819826,0.007732979415627768,0.09611862657099624
Gene 85,Gene 17,0.48077545767463487,0.009981625060541864,0.006306805527833598,0.008170315064302417
Gene 86,Gene 17,0.8292856753072454,0.02499162848967512,0.023893440733419133,0.12490314383423685
Gene 87,Gene 17,0.33629301608604173,0.011660120606331679,0.002002210866495673,0.06374134036264777
Gene 88,Gene 17,0.5790035475875818,0.013927293881204478,0.008846793333313903,0.04542868067894038
Gene 89,Gene 17,0.45383331250618075,0.0065811709177391025,0.015081392103208155,0.02347506397746754
Gene 90,Gene 17,0.8577631517560483,0.020128263553599188,0.024173553073337087,0.017924084811626193
Gene 91,Gene 17,0.19086883654728717,3.7056066833803273e-4,0.010877030793891004,0.021992779900484583
Gene 92,Gene 17,0.6541128125975182,0.01833086207434173,0.010961678433971198,0.02898034626248848
Gene 93,Gene 17,0.7673632819067594,0.02055276639536948,0.023335413343105182,0.009868564657545187
Gene 94,Gene 17,0.7318358244854962,0.021247365454032614,0.018401893210000703,0.05152371302748447
Gene 95,Gene 17,0.4701272339546433,0.020425145487353826,0.019929878970126817,0.04615717277273193
Gene 96,Gene 17,0.20557610767715595,4.5378979457420636e-4,0.0033791552733061225,0.008709178172911678
Gene 97,Gene 17,0.18962629999184766,0.00673939586664781,0.005105142162027173,0.014857165479484132
Gene 98,Gene 17,0.6686870594960201,0.02060297779129468,0.016255854347023868,0.013375853536113536
Gene 99,Gene 17,0.7502018805151254,0.02220094598991786,0.02659369395503254,0.056327037836560664
Gene 100,Gene 17,0.5275491770948637,0.010395992317615968,0.01736807546333151,0.01755760887923169
Gene 19,Gene 18,0.8599416897145372,0.02867823420456469,0.025596656002413648,0.0709003002726832
Gene 20,Gene 18,0.8474166946677812,0.01981491168238227,0.02767220617734242,0.022546519657455726
Gene 21,Gene 18,0.5213610661158282,0.009217139397784409,0.004034662990595428,0.010022403482238929
Gene 22,Gene 18,0.897748722211171,0.02231390115579285,0.02937913883001572,0.06642705594621923
Gene 23,Gene 18,0.7012386640994548,0.02236938232803644,0.016687195401605202,0.06252635962606427
Gene 24,Gene 18,0.89322056285055,0.027589597312274824,0.02608393625313813,0.008668988126321556
Gene 25,Gene 18,0.9110326008153424,0.026551219911502586,0.032749870184395354,0.06636629210729279
Gene 26,Gene 18,0.6949699334784011,0.014168999616045706,0.017660574706978852,0.08687200865528928
Gene 27,Gene 18,0.18375010778734285,0.0052689748327729765,0.009432124982303407,0.009270633551622255
Gene 28,Gene 18,0.43237596573227854,0.021356175796672823,0.014653550042281374,0.006672098478368416
Gene 29,Gene 18,0.6367230475182606,0.013071852576854812,0.018246713530651822,0.019954986933488447
Gene 30,Gene 18,0.4613328170292385,0.009624031206575203,0.004480516072438982,0.0026132205579873276
Gene 31,Gene 18,0.42712089953923343,0.0029472034268777534,0.010484193484377628,0.08397231045644195
Gene 32,Gene 18,0.74269295910516675,0.027070802429318183,0.02451617032591242,0.010057484636772652
Gene 33,Gene 18,0.005451230119877076,0.006943629440028458,0.010131537577252329,0.09656258854349711
Gene 34,Gene 18,0.20451064620340523,0.008023050448190301,0.013618666633853502,0.0024730472601954276
Gene 35,Gene 18,0.12853146003539254,6.779112659582283e-4,0.00719625818765403,0.008650084996504543
Gene 36,Gene 18,0.9192088001176002,0.026988090843898638,0.025815591051791625,0.020321771927194344
Gene 37,Gene 18,0.14272492116328606,0.0021834944223531345,0.005125919102192127,0.004277998922405015
Gene 38,Gene 18,0.7541018078882089,0.02861081338259395,0.022252384332898487,0.005975960336025168
Gene 39,Gene 18,0.33318224179769407,0.007077443275438857,0.008949328723095243,0.006747866943666007
Gene 40,Gene 18,0.06679226069840018,0.004030714337930008,0.0072697020727101975,0.025558972927213767
Gene 41,Gene 18,0.8357266532061133,0.024377937527496785,0.01808317808983783,0.002281275778556392
Gene 42,Gene 18,0.34451202330858416,0.003034847762697364,0.004933630668182392,0.08134965398778893
Gene 43,Gene 18,0.010990729794984628,0.005334338883308373,0.002911289839202317,0.014190611206298432
Gene 44,Gene 18,0.004616697253763675,0.002984377897422354,0.002862670421063468,0.007302670840352132
Gene 45,Gene 18,0.20438714010178927,0.016290668312424136,0.010830969285789943,0.055942283885512756
Gene 46,Gene 18,0.10619302126398235,0.0025656883621417124,0.0012609455652907418,0.05081207894811564
Gene 47,Gene 18,0.8007471450300077,0.02504349935108622,0.017387204880465496,0.03425842670362253
Gene 48,Gene 18,0.06256813868495915,0.0030658122549683565,0.0020088708184883156,0.02164208120010283
Gene 49,Gene 18,0.5305487338755492,0.012813377035929906,0.009595870733481351,0.020540056479986774
Gene 50,Gene 18,0.8847123509035254,0.027100815090406565,0.02118368696703475,0.028357464575529998
Gene 51,Gene 18,0.8127933412539707,0.025148511031938936,0.017022451642234853,0.028155989080539245
Gene 52,Gene 18,0.3896132775359281,0.01817518235836898,0.010586356738605007,0.03307215980754986
Gene 53,Gene 18,0.39057436786396793,0.014920503749117086,0.007266061531561921,0.03708950100427884
Gene 54,Gene 18,0.48098770762019705,0.014983803896519642,0.005859669526483659,0.0627709985833222
Gene 55,Gene 18,0.4094623512189513,0.008218062211275495,0.007359358543889959,0.009982885651030398
Gene 56,Gene 18,0.5419525640953786,0.009999865925930655,0.01536876331354526,0.03478882770321004
Gene 57,Gene 18,0.5581061694595837,0.020756817312420153,0.019900144629435113,0.09429358599503318
Gene 58,Gene 18,0.6748571171816572,0.013646850261933852,0.014400902087990105,0.003997261079901112
Gene 59,Gene 18,0.7403122136683236,0.018256484361099085,0.01843348672684158,0.015453234736267075
Gene 60,Gene 18,0.5186144725709978,0.007238901210165266,0.012431053422421024,0.024458373135812554
Gene 61,Gene 18,0.14426143724361493,0.00975923677444816,0.007689498014610732,0.030794000820461256
Gene 62,Gene 18,0.28277967598724585,0.006463928958139226,0.008926435582386242,0.011775254521084083
Gene 63,Gene 18,0.4707394261096613,0.0064149934117661775,0.010790640782867289,1.5386908656353878e-4
Gene 64,Gene 18,0.5360477226114952,0.011380611082613637,0.007923013036864799,0.03576034932112984
Gene 65,Gene 18,0.7554269762939174,0.01812660908210898,0.03603920850698013,0.03239007416779338
Gene 66,Gene 18,0.012924713222447825,0.0010312193192660666,0.005319965663542186,0.03460160697745862
Gene 67,Gene 18,0.12726887239586088,0.0017866655402888115,0.02069440831862606,0.08992258811981232
Gene 68,Gene 18,0.8255785097054731,0.017395039152293054,0.03619198032247192,0.047728096511553096
Gene 69,Gene 18,0.3391224690623437,0.019048950690256288,0.011936384516730594,0.04918564109893859
Gene 70,Gene 18,0.8693552151735472,0.027091809532142214,0.01591315999493553,8.940223740060086e-4
Gene 71,Gene 18,0.8420925955091932,0.026420724048602368,0.015577908953495059,0.027663230648590994
Gene 72,Gene 18,0.496357916697969,0.01899886877476302,0.019578836890958067,0.049701300584441714
Gene 73,Gene 18,0.21082706267417944,0.002257896043621104,0.008292241801362945,0.06157573942343793
Gene 74,Gene 18,0.5101312687343764,0.02115075559768608,0.0213810240057948,0.0017675965054753302
Gene 75,Gene 18,0.4125334154550577,0.005063010564806849,0.006895181407890744,6.909611723951064e-4
Gene 76,Gene 18,0.8819782210716837,0.023776034050487733,0.024448847433475467,0.0021296772974389233
Gene 77,Gene 18,0.9211804055066143,0.02500205327448583,0.03140100985155582,0.08238262124879499
Gene 78,Gene 18,0.09807811615874401,4.785345943898369e-4,0.00551890464820848,0.019024045708809362
Gene 79,Gene 18,0.7271107087265064,0.019893065369905608,0.009059084998833098,0.048801842402420414
Gene 80,Gene 18,0.7876755265836362,0.023404394187488034,0.01836181925787379,0.021887429501812494
Gene 81,Gene 18,0.04226968906634753,0.0059682175643107,0.012258034135965875,0.07054611540820876
Gene 82,Gene 18,0.3435868695778382,0.001786652080391052,0.002936165378059178,0.04041736873256721
Gene 83,Gene 18,0.14655776469836237,0.01273159414383242,1.6901473317779483e-4,0.018654147125208236
Gene 84,Gene 18,0.30381935426043394,0.0011389080153044948,0.025353179913151516,8.554582636740111e-4
Gene 85,Gene 18,0.30253262915975304,1.4050144350290922e-4,0.0029769442080967755,0.03271003073411677
Gene 86,Gene 18,0.878764857223115,0.02822456893939109,0.02115444634590627,0.022994081059438332
Gene 87,Gene 18,0.6900836938275728,0.02138889912719221,0.03852244945540219,0.0654658162755582
Gene 88,Gene 18,0.7235764787675173,0.021306778517651177,0.017944056762241593,0.017461130751092842
Gene 89,Gene 18,0.048049662364784765,0.002330069477888339,0.010217683357941867,0.046356674879521706
Gene 90,Gene 18,0.6660803949961592,0.01891225888779044,0.005190840618996365,0.06075818650352659
Gene 91,Gene 18,0.23197249930337105,0.00981322199163152,0.015952252409277695,0.0278240336120774
Gene 92,Gene 18,0.6459587563480269,0.013508516854550668,0.015001936271115672,0.02214219968147347
Gene 93,Gene 18,0.5505049043697439,0.015611238792800797,0.010120374807799945,0.05363501930322585
Gene 94,Gene 18,0.6335717032158176,0.01633783041815982,0.01123660350714391,0.029923425439757304
Gene 95,Gene 18,0.5576421234852497,0.024434167161848205,0.020165799276302368,0.07345386368078882
Gene 96,Gene 18,0.20288460916225196,0.004284957089669188,0.01660742279327531,0.10783787066498168
Gene 97,Gene 18,0.4632314456626558,0.01880035798769842,0.014325102056574874,0.016981075122048883
Gene 98,Gene 18,0.84035252391205,0.0277019051517493,0.023077229180195655,0.054973282850527404
Gene 99,Gene 18,0.7483285215372925,0.028480614005008738,0.019633181731316944,0.03570887859425474
Gene 100,Gene 18,0.24670100085789198,0.008722068178840189,0.0037228756165593744,0.07798862052018685
Gene 20,Gene 19,0.6406824957656388,0.017983247648207103,0.011238303165984932,0.013469933613332
Gene 21,Gene 19,0.2678454861296592,0.0022919324246985767,0.008083943451456795,0.0012654959222965791
Gene 22,Gene 19,0.7535598275482411,0.022634090257956152,0.019346975867156016,0.07406628456785858
Gene 23,Gene 19,0.8956256962407829,0.02668675527996964,0.03723881704973105,0.08385493091163371
Gene 24,Gene 19,0.7982197726380629,0.03029561781051593,0.02334920203104216,0.004293200304153928
Gene 25,Gene 19,0.6624993213957936,0.02246905943612574,0.01387138622223874,0.028835970245802783
Gene 26,Gene 19,0.5731415823413054,0.012355081086676363,0.01095339625649719,0.05991448238475002
Gene 27,Gene 19,0.11979803640317636,0.008752333286718036,0.006463857161011488,0.04080850727498005
Gene 28,Gene 19,0.4334090184450291,0.016386629925423578,0.0190003724341014,0.03633563463898547
Gene 29,Gene 19,0.5095061842021166,0.011021424890743106,0.005371120592202239,0.01704170584320289
Gene 30,Gene 19,0.1188564067073922,0.008446050685593225,0.013977265650419917,0.07249492661081693
Gene 31,Gene 19,0.13512035941362824,0.00685667767295906,0.010039948825626852,0.0628229446603433
Gene 32,Gene 19,0.6077791065727636,0.022958420132425737,0.018090943813162397,0.04216502114175803
Gene 33,Gene 19,0.16123066437866726,0.0013424474987103324,0.009568987842248832,0.05094481685726117
Gene 34,Gene 19,0.034156761132552414,0.006779314335714248,0.004902544598770368,0.006538273133069193
Gene 35,Gene 19,0.30019873243447653,0.0010143522560844302,0.008564344561537197,0.010137778726850016
Gene 36,Gene 19,0.8920452974688563,0.02553006973077953,0.030240215690011854,0.05939345235204181
Gene 37,Gene 19,0.05823631623785573,0.01443912300152654,0.007896582290542244,0.016452189476960522
Gene 38,Gene 19,0.8334682768712082,0.029270560469913977,0.03233200018725635,0.07077943768838084
Gene 39,Gene 19,0.4650310150978048,0.02426134443762644,0.017255435460687002,0.004018879709380979
Gene 40,Gene 19,0.18222081496236453,0.0097096490831633,0.01978076197035995,0.01714701904242743
Gene 41,Gene 19,0.6776018268309671,0.015238579880283376,0.012022340506970479,0.010286342040506383
Gene 42,Gene 19,0.2419529394995809,0.005074520423375673,0.001133026645906141,0.03058290170329613
Gene 43,Gene 19,0.0468084615050129,0.006683041021478384,5.478632491532297e-4,0.0076463642268603405
Gene 44,Gene 19,0.20713162930032505,0.02419347238422953,0.008923538172773714,0.002942247517688617
Gene 45,Gene 19,0.42396242967303766,0.0268088470924531,0.02679043014845168,0.03836024536781985
Gene 46,Gene 19,0.048312610958304525,0.014745187443758004,0.013056351424202752,0.03285693107198673
Gene 47,Gene 19,0.8700508948900302,0.029422685815980947,0.02642010658756018,0.06446190419872298
Gene 48,Gene 19,0.12629986355644168,0.018233465490153478,0.010798964384364524,0.013334323647921142
Gene 49,Gene 19,0.6794388900379478,0.0192116094555562,0.025995075689785346,0.05117165304222556
Gene 50,Gene 19,0.8473531532643738,0.027323515485754568,0.028852179259456153,0.05948551861747736
Gene 51,Gene 19,0.8539885673026039,0.02727412752862713,0.024675415058901078,0.008956186830564872
Gene 52,Gene 19,0.3713283969758017,0.01351667195111441,0.0074746673007959185,0.04067568962825201
Gene 53,Gene 19,0.7343106971847202,0.031409043272086684,0.03581317787426454,0.05071521808042842
Gene 54,Gene 19,0.7092611583379325,0.027470295364452488,0.02716367781425035,0.05202625721384549
Gene 55,Gene 19,0.1007141653919404,0.007211156438384226,0.008616285394968528,0.06170018951035042
Gene 56,Gene 19,0.541098280511566,0.01056957743018436,0.014041216074217707,0.023693736966029312
Gene 57,Gene 19,0.5297034131059273,0.015417594884237659,0.014905078640390926,0.005114056908823593
Gene 58,Gene 19,0.46633836028568193,0.008737768174241458,0.002416787983181318,0.026473805367346774
Gene 59,Gene 19,0.6714950917086936,0.019121915332316098,0.022518436401270693,0.043697018842521876
Gene 60,Gene 19,0.2664579470519973,0.0033424448060185765,0.00828265926720298,0.07126847106066678
Gene 61,Gene 19,0.07358681960191489,0.015249106481358021,0.004205375699399685,0.05154660652862947
Gene 62,Gene 19,0.3502526683883253,0.022813013363960133,0.011279400868562377,0.06126050910195424
Gene 63,Gene 19,0.30905009682255047,0.007809467771544251,0.0011152221414404751,0.03317460515145926
Gene 64,Gene 19,0.501587048758921,0.006760403214592332,0.006933211084689472,0.03571475339833097
Gene 65,Gene 19,0.5586124135798857,0.018182217481971307,0.008621767731037601,0.028104404917155306
Gene 66,Gene 19,0.3241612408020205,0.012693899371153151,0.02015937744378945,0.023622458600589355
Gene 67,Gene 19,0.2150038228364773,0.020981194355169402,0.01702413470578139,0.08742074671130506
Gene 68,Gene 19,0.5603988809975603,0.013137372825195087,0.01310697354514374,0.0054684295469324285
Gene 69,Gene 19,0.4349779777200278,0.01685805330322248,0.02347184725482827,0.07183806657017083
Gene 70,Gene 19,0.8246965923680946,0.02581981877458144,0.02299284846325488,0.00185039612601917
Gene 71,Gene 19,0.7060819504326258,0.023529420232894276,0.011608891659807191,0.006762762775507806
Gene 72,Gene 19,0.3139452995211225,0.008692266944144295,0.002621078414635553,0.06449028128965553
Gene 73,Gene 19,0.33789063551205606,0.0017085638695996603,0.008640588247609939,0.044513026222185545
Gene 74,Gene 19,0.5526517317766754,0.03384971961542448,0.023047412234599704,3.915333921698287e-4
Gene 75,Gene 19,0.39992152716873636,0.009078004230561213,0.007226027295035583,0.04365071833041618
Gene 76,Gene 19,0.7606838498344655,0.025706235172264207,0.017034589018874047,0.012297770635262082
Gene 77,Gene 19,0.790235274898502,0.029292391400870227,0.020999289703576608,0.038598141623229304
Gene 78,Gene 19,0.2886430764831454,0.002472351116657772,0.008762038677103446,0.041537655042146
Gene 79,Gene 19,0.6305678682437701,0.011301218046098842,0.010903963401454225,0.0768764230795247
Gene 80,Gene 19,0.6500170890816555,0.01285246218365026,0.012648115103917081,0.007596099211770553
Gene 81,Gene 19,0.13068017775425003,0.003086562161783653,0.0042553295931499965,0.020017595149710132
Gene 82,Gene 19,0.22140260295727057,2.743793339340496e-4,0.005297037490525637,0.02902060163001966
Gene 83,Gene 19,0.3545925117825104,0.010538867921880548,0.022495488040155998,0.04447742797166153
Gene 84,Gene 19,0.02881455871683667,0.010007733876488616,0.0028795119711429373,0.09300599464847262
Gene 85,Gene 19,0.1775346911561508,0.0017292608872755506,0.005995764325801243,0.036707019226031146
Gene 86,Gene 19,0.8419044872679329,0.030417975961613677,0.02652207853244899,0.04770188186758578
Gene 87,Gene 19,0.43476967273091643,0.015008800097205562,0.007732404745253784,0.03152310135218822
Gene 88,Gene 19,0.451772408760458,0.009310934394262062,0.002221202386253149,0.003338131625832905
Gene 89,Gene 19,0.19861763658681203,0.0017090807803832432,0.0034721832598924333,0.02336935710343499
Gene 90,Gene 19,0.6456909647811492,0.016042059741675357,0.008852896706419092,0.040365063374046946
Gene 91,Gene 19,0.00275542295552825,0.007253133394417589,0.0029167579858980957,0.019840443595843
Gene 92,Gene 19,0.45721668590846937,0.014031244711189418,0.0024753702132249873,0.010851866166215328
Gene 93,Gene 19,0.6935237247439864,0.021991870065535032,0.026411815171099425,0.022349555770557042
Gene 94,Gene 19,0.5919741202954762,0.021547060002487226,0.010719018654383902,0.0019275888845279477
Gene 95,Gene 19,0.7011832433174255,0.03911501874081092,0.02999238296598041,0.04483125007452034
Gene 96,Gene 19,0.054397283526428516,0.017205825604069858,0.008530095572018039,0.024448444165212187
Gene 97,Gene 19,0.25555120629116684,0.010138157490171584,0.002639944410709788,0.0639694533560976
Gene 98,Gene 19,0.7246706385246197,0.02512661815341381,0.021867658635810652,0.10855082512621632
Gene 99,Gene 19,0.902387452451632,0.032159544911476726,0.03902917212983091,0.10780077444236914
Gene 100,Gene 19,0.49439615567639567,0.010992253287875075,0.019017822822475473,0.04105722653575673
Gene 21,Gene 20,0.7899459754371303,0.01785576749249249,0.01884446709273025,0.006256574643685811
Gene 22,Gene 20,0.9701770253239005,0.021699968442379182,0.03191421135294417,0.03140258800698671
Gene 23,Gene 20,0.5189887572158228,0.017253593200359327,0.0045970922745211095,0.05846260329376043
Gene 24,Gene 20,0.7996162365317502,0.017210117441131174,0.022250748628467633,0.018238694189804096
Gene 25,Gene 20,0.7758601264215307,0.015799373903240602,0.02833772063264965,0.027268408937314855
Gene 26,Gene 20,0.9134495257673284,0.02147092749384042,0.026709809139099774,4.2375524855481843e-5
Gene 27,Gene 20,0.10689694459249774,0.009625572144370036,0.02731344270012975,0.043339174530809356
Gene 28,Gene 20,0.007424924173591453,0.002427046580660221,0.006143950464438899,0.03574631804841854
Gene 29,Gene 20,0.815042906174083,0.020312092695437652,0.01589305275417553,0.013889270349877003
Gene 30,Gene 20,0.5707473148768376,0.01162070314742411,0.016375221184964855,0.10109366112737495
Gene 31,Gene 20,0.7740566080844843,0.015373962067405694,0.028546063319237463,0.035771359228956606
Gene 32,Gene 20,0.43854615906996075,0.009704010006442082,0.012335875984513337,0.004533583395518943
Gene 33,Gene 20,0.318707090324782,0.001541946474890016,0.020846600104914126,0.010904480672290036
Gene 34,Gene 20,0.10979426351748471,0.003750793433148239,0.013518754798533006,0.029346990005112875
Gene 35,Gene 20,0.24786250386877243,0.011983982794874188,0.008279838837045774,0.03679710298134581
Gene 36,Gene 20,0.7934591208197475,0.02124143758514929,0.015640515736635326,0.015775450433733035
Gene 37,Gene 20,0.3437601102212048,0.012650965841292161,0.0010226726552007397,0.009089967256105018
Gene 38,Gene 20,0.3633442011387675,0.012521393451714144,0.0024765378747723522,0.014051563244656643
Gene 39,Gene 20,0.5184105723380548,0.010322263752090288,0.013545732260038867,0.039423839603400804
Gene 40,Gene 20,0.46763446681370047,0.006756128272433139,0.010166519660828311,0.08837286091119914
Gene 41,Gene 20,0.7487264126693826,0.01987112230976915,0.013742893189163906,0.003334150660856053
Gene 42,Gene 20,0.5648289087781045,0.01569863369592904,0.012697566242087562,0.020478770714015635
Gene 43,Gene 20,0.35298205926126636,0.00509540039832731,0.013629191608880103,0.014572273846793798
Gene 44,Gene 20,8.480929618479175e-5,0.0033016370449625463,4.426056442726773e-4,0.07319713209058051
Gene 45,Gene 20,0.24552133168268184,0.0032239182013659344,0.012878467314480366,0.04628045335761778
Gene 46,Gene 20,0.22590741556406127,0.0093672152864002,0.0061941410167651294,0.02592820173296983
Gene 47,Gene 20,0.703929164077395,0.019949591285426328,0.011363493075851267,0.0024198961087372566
Gene 48,Gene 20,0.0650089253815672,0.001829536868751325,0.0035727461800945095,0.003356621450237183
Gene 49,Gene 20,0.6389436877998212,0.018444786808701964,0.008870563358107991,0.025756060027292582
Gene 50,Gene 20,0.8020194833873029,0.01940260010945067,0.018983909376856387,0.017529776588763854
Gene 51,Gene 20,0.704040766728589,0.02037750352587412,0.006911473532833547,0.014914771717648686
Gene 52,Gene 20,0.011557139454748603,0.004556282873625136,0.006837765697356645,0.03654028617711179
Gene 53,Gene 20,0.30314822564357685,0.011905657280960338,0.0028867457624123048,0.0322755697264563
Gene 54,Gene 20,0.5199416844624882,0.015998612002897365,0.0015944525139240584,0.012774281773639814
Gene 55,Gene 20,0.4949345530717749,0.008858049793642117,0.01911636136375924,0.06417271420001479
Gene 56,Gene 20,0.6931657525632398,0.019037236878425835,0.018196036900306432,0.014322133061581269
Gene 57,Gene 20,0.15690133777491527,0.008329680372013242,0.001619519030055791,0.01279166007267082
Gene 58,Gene 20,0.9369742581355772,0.020294417317341003,0.03151497366299395,0.07253249279380669
Gene 59,Gene 20,0.8614302527876715,0.01966091697045244,0.02440593445793899,0.038656723473354714
Gene 60,Gene 20,0.7538108790091205,0.018189465290650117,0.023323406867447397,0.024004382513505333
Gene 61,Gene 20,0.10981867149500518,0.005167389101857786,0.0051280426531388175,0.03315116986624582
Gene 62,Gene 20,0.44286323655493914,0.006534235057993621,0.012444060778373699,0.005139798843158326
Gene 63,Gene 20,0.8207592604802033,0.01637755674085018,0.028121042513327463,0.0850118212231801
Gene 64,Gene 20,0.6374008484000062,0.019275031780162176,0.008653077420057989,0.013774400760139499
Gene 65,Gene 20,0.6643313686761305,0.014079298106014018,0.027741699232745345,0.016325752903923556
Gene 66,Gene 20,0.17091463460248293,0.007845225361363109,0.004981683795195053,0.01729789615365898
Gene 67,Gene 20,0.18017177912238527,9.678233483982017e-4,0.018319456904076756,0.05583418927550685
Gene 68,Gene 20,0.9289114241868764,0.019088613271817573,0.03809115496878718,0.027572350347143608
Gene 69,Gene 20,0.12554820759323734,4.293832468098559e-4,0.008296809410593279,0.03827907411046379
Gene 70,Gene 20,0.7801139600773638,0.019791736156625286,0.021995538665333714,8.539361674827034e-4
Gene 71,Gene 20,0.7841451680839395,0.018309091877788113,0.019993518764060296,0.0740865050949562
Gene 72,Gene 20,0.15985033443948013,0.005161707164601621,0.008586919698177653,0.03547970489957018
Gene 73,Gene 20,0.43260989829382196,0.01486666427317622,8.330083773871954e-4,0.02799656402893494
Gene 74,Gene 20,0.2502110343411903,0.0034899278129770306,0.006892135657677752,0.017057769542867682
Gene 75,Gene 20,0.731057860366583,0.017387097492229373,0.020585086191894846,0.03974183440378452
Gene 76,Gene 20,0.9320910536814848,0.021177854661052296,0.026826659634615484,0.022420388587158488
Gene 77,Gene 20,0.9220351069346835,0.01949174632394058,0.031153190136957182,0.059412095053551606
Gene 78,Gene 20,0.17260685552414962,0.010353462796105346,0.008860150345580792,0.0036381663986834252
Gene 79,Gene 20,0.7490950957639325,0.02069830588450631,0.012533219741788199,0.058033125987208826
Gene 80,Gene 20,0.6265591990249095,0.018334387918825194,0.008511164759461096,0.005097911477080306
Gene 81,Gene 20,0.2307500852209275,0.009570656242685358,0.0017687309583181473,0.02383514763692468
Gene 82,Gene 20,0.734237848188131,0.016394093613012233,0.02399511552389521,0.05185235022199028
Gene 83,Gene 20,0.2947823038584173,6.646270991254378e-4,0.02598498400627816,0.052558537821780354
Gene 84,Gene 20,0.5315070066120646,0.008925297435497158,0.0291427439978771,0.01466248558188403
Gene 85,Gene 20,0.7035321411762061,0.015614018970686872,0.022526334008374116,0.03416572330700101
Gene 86,Gene 20,0.768831179283753,0.018078120698312317,0.01724346908782073,0.024895453463525133
Gene 87,Gene 20,0.3906774156393605,0.007686539189192213,0.023318362008206563,0.0031160204855664167
Gene 88,Gene 20,0.5867715926964756,0.014712278269514432,0.011140286116071353,0.029348114282654193
Gene 89,Gene 20,0.21891579784240542,0.011113732493959081,0.012363911139669372,0.11475523475269206
Gene 90,Gene 20,0.690621109883146,0.01992202615418876,0.004954671045057638,0.03646767257865843
Gene 91,Gene 20,0.0499486885208308,0.004373337240940155,0.010082044841550878,0.013905848757568777
Gene 92,Gene 20,0.9190254107991203,0.01832447759918772,0.0325582409464673,0.09454430020501528
Gene 93,Gene 20,0.5681191760607742,0.01708472393292068,1.5247385052186212e-4,0.03398513173827557
Gene 94,Gene 20,0.7695017566528662,0.018001693842956648,0.010584612507555477,0.024338905832913392
Gene 95,Gene 20,0.2437035419505812,0.005988411768933509,0.004321985510882688,0.004421415208288623
Gene 96,Gene 20,0.40697300310430445,0.009774447235689255,0.014162938671064532,0.03263545898018017
Gene 97,Gene 20,0.22124343186609294,0.0032420591839504636,0.00892418140677321,0.010919279772510981
Gene 98,Gene 20,0.6603953656822533,0.014779497916907448,0.015334418887361763,0.038025454986722385
Gene 99,Gene 20,0.3989703649370536,0.013406496904386502,0.0010870823030265414,0.008353980859816784
Gene 100,Gene 20,0.06900507888844025,0.008731333386622644,0.008756424128901354,0.050084582962743075
