 , ,Method 1 _pval,Method 2 _pval,Method 3 _pval,Method 4 _pval
Gene 58,Gene 30,0.3779003028147403,0.10736708914587245,0.016321456682242275,0.04030759107126092
Gene 59,Gene 30,0.5757716694556949,0.6400772061768716,0.3925022418755544,0.2767488692785882
Gene 60,Gene 30,0.39581051686300306,0.006934932002724992,0.05313842932405688,0.3644235646753273
Gene 61,Gene 30,0.8469163640784729,0.3307218851246525,0.1347938088433418,0.19525313545167156
Gene 62,Gene 30,0.711274409307189,0.0015357940424161054,0.022169153332583402,0.042028710309453654
Gene 63,Gene 30,0.610913863184517,0.974109406880922,0.2194887801003791,1.8464435497400622e-4
Gene 64,Gene 30,0.6001771571252086,0.12994267132889847,0.7306559719525323,0.48046017019965226
Gene 65,Gene 30,0.7245882078965877,0.533292208126841,0.19443588694570857,0.028363712479150927
Gene 66,Gene 30,0.5350197654936308,0.0026102577697428853,8.618318646573808e-4,0.6093883073747275
Gene 67,Gene 30,0.47731228570946316,9.00534540890785e-5,3.6234421824188345e-4,0.46248452056863676
Gene 68,Gene 30,0.43858740763529025,0.11717296930392007,0.5914073166397484,0.46251967949460115
Gene 69,Gene 30,0.8824616664584315,0.36453939074195296,0.743396887862132,0.031053180313157958
Gene 70,Gene 30,0.4929775172600219,0.2512598146820193,0.288792834454918,0.23793922363674014
Gene 71,Gene 30,0.399820832851985,0.14512983147032688,0.024470114808711863,0.23811888848435458
Gene 72,Gene 30,0.5263682465626272,0.0057411686865589395,0.044145751175527215,0.11714212143762492
Gene 73,Gene 30,0.8138086902942678,0.7453584374487718,0.8712801656776035,0.35426524108375146
Gene 74,Gene 30,0.8463170240465709,0.03571860137184979,0.07205515215484781,0.23056343964314951
Gene 75,Gene 30,0.8171361453725754,0.5874645433170944,0.6473668166094262,0.6060871096658667
Gene 76,Gene 30,0.5153960711267256,0.6915986365643743,0.3069189639754537,0.009377332840110553
Gene 77,Gene 30,0.6025417119383962,0.9333694753134578,0.8355831919492935,0.24836213240500715
Gene 78,Gene 30,0.8548338492742698,0.7797287191813158,0.036337718117801954,0.0637035873147207
Gene 79,Gene 30,0.34417333118670435,0.010589285799781356,0.009857118259233077,0.18282765033482917
Gene 80,Gene 30,0.3688593474284956,0.002285132877303031,0.07748404598812586,0.2756543704913401
Gene 81,Gene 30,0.8742331576840687,0.4966854462132022,0.15925874829220632,0.42307266288608547
Gene 82,Gene 30,0.6361044280285602,0.5749720661284137,0.3817458734100876,0.15099069639420803
Gene 83,Gene 30,0.9256074755757302,0.44169134398542376,0.19505384871361486,0.13015657029426353
Gene 84,Gene 30,0.5731150467662771,0.0416121752360068,0.5998096537486388,0.04338390223564992
Gene 85,Gene 30,0.6668213766781528,0.5980025540559413,0.5073620060487678,0.0014619855748223554
Gene 86,Gene 30,0.5652595178215702,0.6874279410361495,0.6072407543099794,0.3699323304591067
Gene 87,Gene 30,0.5345505075599677,0.041693442395764446,0.17112009770047032,0.14106501317511122
Gene 88,Gene 30,0.3103418754089722,9.532466573933807e-4,0.004040464120679932,0.28540353261859996
Gene 89,Gene 30,0.9684178641008054,0.9499070300962724,0.2473738377849808,0.005394145082007418
Gene 90,Gene 30,0.46955612180667083,0.19517979660500528,0.01202855507095335,0.013337104010473277
Gene 91,Gene 30,0.7117255535066658,0.45327064453364607,0.059061864321912294,0.6961463182450682
Gene 92,Gene 30,0.5026362142214138,0.687625300267459,0.09283895529558328,0.5328062621130927
Gene 93,Gene 30,0.9093476638375062,0.4063511343531703,0.4070790397331061,0.75925255403932
Gene 94,Gene 30,0.7005872216320028,0.5980732942253049,0.6264096434575024,0.08157160254183227
Gene 95,Gene 30,0.79457263181239135,0.012751598627107619,0.04580634762101532,0.7150055432948514
Gene 96,Gene 30,0.534466969493981,0.004489367361782737,0.19836118306035644,0.21816252696604188
Gene 97,Gene 30,0.442854925284196,0.017297280794847714,0.0014847274547438172,0.12781282477453138
Gene 98,Gene 30,0.43873997282625377,0.16905587805639843,0.043933339019035955,0.01171992422744128
Gene 99,Gene 30,0.8589414419151906,0.9901276946575717,0.18530427784212034,0.925626429108015
Gene 100,Gene 30,0.8257266015347016,0.8901604518337718,0.02189198854548735,0.007453402506035101
Gene 32,Gene 31,0.9718944402219898,0.44529174771405655,0.9836685176163671,0.5399749753349161
Gene 33,Gene 31,0.5902724340026144,0.658778038180815,0.06414474021558347,0.4896310729767095
Gene 34,Gene 31,0.9202032004658871,0.21543478928061188,0.3691490101471038,0.3974407492690728
Gene 35,Gene 31,0.6714308872426287,0.08188159165342701,0.4123236171883351,0.7562143356715199
Gene 36,Gene 31,0.5351789619257044,0.43788754862734103,0.5282251638265683,0.6987542495507171
Gene 37,Gene 31,0.38192942715732237,0.001966875839351623,0.06729274000208418,0.11919286808657614
Gene 38,Gene 31,0.8651303369932872,0.37377335512238585,0.08895127272350267,0.9116676044439906
Gene 39,Gene 31,0.68175072578441,0.6591529814079973,0.9504316028020874,0.14743641170758437
Gene 40,Gene 31,0.33258328989110186,0.05946788605037967,0.0034642120055030645,0.9101636729193829
Gene 41,Gene 31,0.48297700595614845,0.1475375404578505,0.27469012747254684,0.6633999886865114
Gene 42,Gene 31,0.312949438149865,0.005887971398044645,0.015515598198978964,0.001017643992902162
Gene 43,Gene 31,0.6113175199103913,0.7251643906326499,0.45090533009756584,0.491892284120685
Gene 44,Gene 31,0.6193158764306466,0.016572920561961135,1.6470864676532138e-4,5.384487757886802e-7
Gene 45,Gene 31,0.31782313837959597,0.0032888777655022405,1.3999585914792334e-4,2.1280204359763744e-5
Gene 46,Gene 31,0.5822497587816453,0.007949783235449592,0.4653456745299378,0.03666739144468245
Gene 47,Gene 31,0.6523774108088416,0.7739561544777913,0.8093561647323722,0.19723212222574937
Gene 48,Gene 31,0.863256716712971,0.10643775490406249,0.10248494975492828,0.9725635719558694
Gene 49,Gene 31,0.5057615161458471,0.29529187584545613,0.7663578609927719,0.8871973629580632
Gene 50,Gene 31,0.5500512491475025,0.7299284118108014,0.27088881684983446,0.8178239885984577
Gene 51,Gene 31,0.6444443918522382,0.5937668613770424,0.5656675030658256,0.08376810174571392
Gene 52,Gene 31,0.6418875574855911,0.5174727647048107,0.008808696075795375,0.0016199721809322387
Gene 53,Gene 31,0.9165367632491912,0.2831464456527777,0.02639355176803493,0.11630342730021348
Gene 54,Gene 31,0.7386554077303011,0.9581040597806136,0.3536157507703661,0.12069302040707908
Gene 55,Gene 31,0.4119679389026798,0.06149248147883046,6.965505594354049e-4,1.0538682282401624e-7
Gene 56,Gene 31,0.37860580328304616,0.05752923487337647,0.21509893159127014,0.5492547086287765
Gene 57,Gene 31,0.7988791313861114,0.7841864326056105,0.06837548036888874,0.04424385194629554
Gene 58,Gene 31,0.2200384196594709,0.028736069007355924,0.001085184854699106,0.15478557691260098
Gene 59,Gene 31,0.3862763986732227,0.23905806576272903,0.28583854074869586,0.1523874965409755
Gene 60,Gene 31,0.2332995664371218,0.0031755704410794117,0.001905830907503514,0.006597860184926807
Gene 61,Gene 31,0.49868175773200907,0.032339708965056335,0.003003724206553482,0.005170626080426954
Gene 62,Gene 31,0.7862596751354345,0.3871825460831806,0.852788755340602,0.34150186398951843
Gene 63,Gene 31,0.25973941317293914,0.07713441400660925,0.004822113916636894,0.8272775814552789
Gene 64,Gene 31,0.4138026693433181,0.025350610329181622,0.5248760864279389,0.5995281203718177
Gene 65,Gene 31,0.5941234893862464,0.6838870866923383,0.16429556591563732,0.22798712455329206
Gene 66,Gene 31,0.8584982175306202,0.918055629856982,0.3539793908568398,0.67970691483593
Gene 67,Gene 31,0.9231357094689263,0.07593167401775935,0.6859373345909723,0.6665908841874786
Gene 68,Gene 31,0.2806596531061569,0.11302124164611116,0.001843184665417219,0.21953478857509756
Gene 69,Gene 31,0.5006913953590617,0.11194553076618852,0.016507879616013188,0.29814386317902164
Gene 70,Gene 31,0.5874905615977608,0.5918536766724924,0.7894970233101228,0.10010268404295086
Gene 71,Gene 31,0.5397192934479671,0.6128329907715329,0.1753869516136075,0.0065001246629066145
Gene 72,Gene 31,0.8780275267877118,0.85347459480774,0.6892851767254053,0.314095629791052
Gene 73,Gene 31,0.47922595210573693,0.03625309352637496,0.7370491179861398,0.5379646051377887
Gene 74,Gene 31,0.6974120121451031,0.013819201914415657,0.0829133624557461,0.6940950730200173
Gene 75,Gene 31,0.3138859853801752,0.06592944147256286,0.06172860442558603,0.8661439861270852
Gene 76,Gene 31,0.40158915747482604,0.42371304927581166,0.13447367621577588,0.2487787517837421
Gene 77,Gene 31,0.47313857304296403,0.8108250562441892,0.2307500272045293,0.2915292495357611
Gene 78,Gene 31,0.7630840133335748,0.1691235439445704,0.33255423738723033,0.5360783592039411
Gene 79,Gene 31,0.41374783590789965,0.050307951161919995,0.28837707566980386,0.1990609125486391
Gene 80,Gene 31,0.5890935071386825,0.15720216492131311,0.6923121610574599,0.8176445918203037
Gene 81,Gene 31,0.5774891205766819,0.07508182187796408,0.7217937331309667,0.565058205257132
Gene 82,Gene 31,0.24419072470677783,0.014098220820229379,0.005106449108209787,0.4349738853110363
Gene 83,Gene 31,0.4487877673872016,0.25440956609585963,8.504309921009146e-4,0.4235122155577917
Gene 84,Gene 31,0.28836972525723814,0.028615292746071885,4.733040698634561e-5,0.19845528545374092
Gene 85,Gene 31,0.24119930097251552,0.011544029189952454,0.003957559910376052,0.5237412114573978
Gene 86,Gene 31,0.6564272794128303,0.9072157420747562,0.8722349064351311,0.840329676098504
Gene 87,Gene 31,0.9041635990460157,0.7318256473177456,0.14357603917652484,0.06368691399131587
Gene 88,Gene 31,0.6054537314086608,0.22808423205665007,0.367365511669846,0.3100234872545693
Gene 89,Gene 31,0.6293916243775062,0.062120686218257504,0.6276257082716921,0.4758813994797886
Gene 90,Gene 31,0.4934339291527625,0.14049755874164305,0.8219196935103148,0.04230570593155991
Gene 91,Gene 31,0.8404966319895171,0.16540739751071043,0.49811360736707777,0.46130102545583784
Gene 92,Gene 31,0.28456376995511956,0.1458622205173552,0.013711378317744272,0.9737449538553451
Gene 93,Gene 31,0.6435006908716518,0.560656329464563,0.48915678391313566,0.9949861169697714
Gene 94,Gene 31,0.45291481937977607,0.44430538412993315,0.5225697203684767,0.09545755514139387
Gene 95,Gene 31,0.6365417396684054,0.00940379122131274,0.016195076820049614,0.17196218219998993
Gene 96,Gene 31,0.2888003879769212,0.003367948833218115,5.465411696126132e-5,0.003929359630301388
Gene 97,Gene 31,0.9815242354110181,0.5697899344396764,0.45556359421341,0.21790642584372222
Gene 98,Gene 31,0.7123305508675442,0.8542280983472612,0.4587133934283407,0.9752394521242416
Gene 99,Gene 31,0.8873309126698097,0.3182410750660847,0.07038698337081528,0.8458155036976245
Gene 100,Gene 31,0.8973850830615122,0.739579240249221,0.03227678272803236,0.321212657223668
Gene 33,Gene 32,0.68796479122088,0.04993055051794126,0.4002572243891289,0.055100248216291
Gene 34,Gene 32,0.4073797679288229,0.03282691924797154,9.407504627374497e-4,0.7967855573288267
Gene 35,Gene 32,0.594462725522791,0.1142726238237799,0.00925614616124193,0.6524128969481846
Gene 36,Gene 32,0.3717879645258906,0.02844378084704058,0.03462927128676063,0.06484752355119805
Gene 37,Gene 32,0.7403628496130688,0.26792963127998903,0.12065769307495677,0.24132356850552994
Gene 38,Gene 32,0.25715292372534293,4.16944540568176e-4,0.003154722475801952,0.02426929656594634
Gene 39,Gene 32,0.8085613675606178,0.10798846885437974,0.26233168168169385,0.2238906970930361
Gene 40,Gene 32,0.9059739898277399,0.22437780903455162,0.7609038529017651,0.990141835031795
Gene 41,Gene 32,0.33057286511950257,0.010843393025266934,0.012353284100065753,0.36496403334030836
Gene 42,Gene 32,0.8603477677977844,0.35515484796678987,0.26909035144307003,0.056425304316817027
Gene 43,Gene 32,0.5123490817768914,0.006055397831000953,0.029206206570586035,0.03485410628757091
Gene 44,Gene 32,0.8868972898340683,0.397030728514848,0.8358790302459536,0.9624285250005087
Gene 45,Gene 32,0.4872700853792682,0.009097153754686005,0.03909434003574774,0.7533431920268543
Gene 46,Gene 32,0.7939698304735994,0.4747716902321404,0.295741492555025,0.3973693146277868
Gene 47,Gene 32,0.5277259910019048,0.12937490516029393,0.40966384326267113,0.2037704720603688
Gene 48,Gene 32,0.5952894165332456,0.030697492661488468,0.06366559367269842,0.9573695174484671
Gene 49,Gene 32,0.9597147210578483,0.46936404619148275,0.3149979900633575,0.33383631743696185
Gene 50,Gene 32,0.32977200048582644,0.020245278377797993,0.017852446341434458,0.25322689875928184
Gene 51,Gene 32,0.49724346058124613,0.09576620773710887,0.31209692194747785,0.48651035748772475
Gene 52,Gene 32,0.38217960444962906,0.0016265868889659973,0.032619656794891316,0.3721611173697723
Gene 53,Gene 32,0.9982537260676032,0.8166919443224212,0.5154106532462328,0.42963051687617604
Gene 54,Gene 32,0.9918680902492973,0.6244582162331584,0.5203404769387079,0.9325020102882471
Gene 55,Gene 32,0.5079700651012742,0.11669519905466097,0.047054848156166784,0.11167963199573516
Gene 56,Gene 32,0.907090089650922,0.4078956418372086,0.17304720524835493,0.5707036387249103
Gene 57,Gene 32,0.3640588639819138,0.0015088765338635568,0.04773263753203394,0.7313623660038966
Gene 58,Gene 32,0.7190121025835987,0.8904335300127109,0.4483886476851149,0.06875529129966784
Gene 59,Gene 32,0.6281709313827177,0.553931360746172,0.10704234817447089,0.4086287040362995
Gene 60,Gene 32,0.9155099951707311,0.7855839964859272,0.9279960706944079,0.3955441714610488
Gene 61,Gene 32,0.5143056198516658,0.03718150285250443,0.10373401152539308,0.06805949454519822
Gene 62,Gene 32,0.9344636163279865,0.25720465988714003,0.9069315864706102,0.02148557009408747
Gene 63,Gene 32,0.9593974692103364,0.23308949172795423,0.6680273911098782,0.4035038903171091
Gene 64,Gene 32,0.9646946808431724,0.8643860506156369,0.3753286412386523,0.610199860390173
Gene 65,Gene 32,0.5230821111572328,0.15065183890174927,0.43121720943896213,0.028446891080117664
Gene 66,Gene 32,0.48236425565947627,0.015149836595340416,0.005957168883201636,0.17476650830453155
Gene 67,Gene 32,0.8207608629113288,0.23650998552054214,0.3318397409200122,0.05422510917039025
Gene 68,Gene 32,0.5530650107723445,0.33405165764159683,0.27462850706630815,0.7653120263813842
Gene 69,Gene 32,0.3106719891018126,2.45625277280892e-4,0.0014480495289226347,0.44790840764955453
Gene 70,Gene 32,0.3328194179543402,0.016835106207400585,0.01068207189916226,0.017108861983508472
Gene 71,Gene 32,0.2906984363249261,0.008950600810833986,0.007073386006162474,0.9996869403881583
Gene 72,Gene 32,0.26840654310835843,2.0374485243013218e-4,7.311481216683013e-4,0.012267067144752453
Gene 73,Gene 32,0.6619356594848029,0.10613139142749661,0.02687626188303449,0.24414815627056607
Gene 74,Gene 32,0.36948570087509314,0.01871520586782971,0.0032743439394731233,0.0047037800410503205
Gene 75,Gene 32,0.7503571594360536,0.06975360802585584,0.07672454811702512,0.1965500087779155
Gene 76,Gene 32,0.47403149486675855,0.18506487643140113,0.11487614832467297,0.21828345150960438
Gene 77,Gene 32,0.41316632912248763,0.11175318890155195,0.04124339148091849,0.47328989259364573
Gene 78,Gene 32,0.5863212549517345,0.12654530127663155,0.010553345039071793,0.34281814960024004
Gene 79,Gene 32,0.5155761716693203,0.12235321817733635,0.2448601192069948,0.3503436605496175
Gene 80,Gene 32,0.3439212696726557,0.006757579488387178,0.025057287929254768,0.5096613631358331
Gene 81,Gene 32,0.4108785697298434,0.007083688155594237,9.76745486084507e-4,0.023016228466449018
Gene 82,Gene 32,0.7481508577270999,0.06927789001298068,0.10899750860747925,0.3839815472939838
Gene 83,Gene 32,0.5193664428979456,0.008507120613267638,0.0752628188906197,0.4256723558835931
Gene 84,Gene 32,0.9772398231088724,0.49149060091430563,0.5047974226377425,0.6306872921402138
Gene 85,Gene 32,0.6892759035405667,0.03954276598654505,0.06792632620726424,0.3639845664526642
Gene 86,Gene 32,0.28622925747751515,0.010935737341357,0.002762323386633181,0.04801089671489844
Gene 87,Gene 32,0.251055208357724,4.931840897004491e-4,0.0023713661967850186,0.9371914694647092
Gene 88,Gene 32,0.29867850755263525,0.003201928466022519,0.008312647994326738,0.1705425312310731
Gene 89,Gene 32,0.5118186647897964,0.041597868181186604,0.0041293503174530954,0.10595555482175745
Gene 90,Gene 32,0.6300771979546833,0.3250443628787405,0.5165685002442468,0.5126750191803309
Gene 91,Gene 32,0.33983739484160536,0.007832137453037014,1.7136707347109592e-4,0.476002164138436
Gene 92,Gene 32,0.7467698171671371,0.9471323030001955,0.4932601594499577,0.8660169301526199
Gene 93,Gene 32,0.8817136077497958,0.9893483266047731,0.9342634696166383,0.34993134168236506
Gene 94,Gene 32,0.750371184284427,0.9228213381801575,0.46173221882370274,0.08022215702403379
Gene 95,Gene 32,0.38959904006303914,0.01382330603167814,0.016791176678825126,0.23919970777132948
Gene 96,Gene 32,0.8177647672987192,0.3044584320395687,0.6640756860560175,0.6976638500348873
Gene 97,Gene 32,0.20973035646672122,1.7016976857164856e-4,6.7136977128789965e-6,0.018539509205723892
Gene 98,Gene 32,0.2047481683281227,9.269423473898808e-4,1.0550927261943066e-4,0.01307944985546472
Gene 99,Gene 32,0.29673788936232914,0.0018143389735667537,0.009002412058987108,0.2886440446348342
Gene 100,Gene 32,0.9309916251133399,0.8417470326259768,0.11980959179461514,0.0013349637032507022
Gene 34,Gene 33,0.7555944985478216,0.1568302139241995,0.0014655325266996755,0.18590738968221343
Gene 35,Gene 33,0.9052742027993734,0.1740727634888437,0.07433007248356516,0.5483325922352227
Gene 36,Gene 33,0.8685803464551158,0.671297232068895,0.6739047714165185,0.09395927911855062
Gene 37,Gene 33,0.9699246728614208,0.4854445130731406,0.32943186777426936,0.4317337919216373
Gene 38,Gene 33,0.465570761066048,0.2021942068288256,0.0021200648250609966,0.5327527454218479
Gene 39,Gene 33,0.41196970851550985,0.09682016755476308,1.0189354651735094e-4,8.076931425549105e-5
Gene 40,Gene 33,0.4106580465913632,0.6070624256691797,4.5662399570889356e-4,0.21274604593344315
Gene 41,Gene 33,0.795602255825042,0.3352647292201554,0.339786371194567,0.49521464231218304
Gene 42,Gene 33,0.888528592116069,0.44120754197807477,0.8421191629015063,0.02881493682653291
Gene 43,Gene 33,0.35992373344016193,0.05616397827023012,4.7075669721752256e-4,0.667175821564888
Gene 44,Gene 33,0.5313041942273617,0.39917867266139395,1.2403687033035737e-7,0.08503550236206658
Gene 45,Gene 33,0.5143130803294387,0.3559641596434837,0.006941940855273776,2.5737261049929572e-5
Gene 46,Gene 33,0.919218218127072,0.7385762872955972,0.10668574156754773,0.00872096906861164
Gene 47,Gene 33,0.7900214609997274,0.883125614392452,0.01602862183210174,3.108130641749085e-9
Gene 48,Gene 33,0.4161132924793389,0.11320512779697589,7.884040838179729e-6,0.1985033478471716
Gene 49,Gene 33,0.8717965015090885,0.17763465342116747,0.7243525823970867,0.32480503942612127
Gene 50,Gene 33,0.922696710480619,0.5987812636025713,0.42758846059436917,2.8877417471440125e-4
Gene 51,Gene 33,0.8174539903210578,0.9857796894914925,0.11811554770470334,0.06442575660857663
Gene 52,Gene 33,0.4067069018676073,0.11623609939956081,0.0016526284001643354,9.28405559615042e-4
Gene 53,Gene 33,0.9945524805343577,0.13394337919502308,0.2706849018649762,0.08152042485809696
Gene 54,Gene 33,0.8952451058582986,0.15159923522391172,0.5132019349622658,0.8977727624203944
Gene 55,Gene 33,0.9799760366403396,0.20036759138154525,0.3721750275291109,0.07302117214364667
Gene 56,Gene 33,0.8744946994543075,0.24269571453829641,0.715669794433196,0.44433497910235653
Gene 57,Gene 33,0.37536864184207075,0.14540298779567995,2.2133011939806657e-4,0.4377046912269056
Gene 58,Gene 33,0.6363483508168821,0.686959821623331,0.06342610119285697,0.29990798710274014
Gene 59,Gene 33,0.6492020074429907,0.6972019791969455,0.0021433730630882053,0.005729301193070135
Gene 60,Gene 33,0.7817244016502398,0.7215785797139795,0.35317073171564584,0.13437114254918803
Gene 61,Gene 33,0.8924595672032958,0.25220072177430364,1.3745283913979556e-4,1.4122763714041753e-7
Gene 62,Gene 33,0.37135199918993567,0.24598633433458938,3.3189821406764963e-6,7.794162643293134e-6
Gene 63,Gene 33,0.3837682523554864,0.24074390872388052,5.602099666002225e-5,2.874405407027325e-6
Gene 64,Gene 33,0.9342008396901349,0.5167282369220276,0.1801778206377489,0.04001459338905344
Gene 65,Gene 33,0.8544148886224183,0.7866243068937462,0.03289833085001459,0.0015931650743941095
Gene 66,Gene 33,0.77736879760622,0.02310797083622207,0.8656636911041877,0.16499626986532512
Gene 67,Gene 33,0.46531931142888294,0.3212931476035026,9.504927973158495e-5,0.6045584951818792
Gene 68,Gene 33,0.6468894674554746,0.964306818319639,0.003474334104340837,0.1109944572639896
Gene 69,Gene 33,0.28388469162414753,0.06271259838285648,6.812402619793545e-8,9.251866606163617e-9
Gene 70,Gene 33,0.8593808685020923,0.5581322584868944,0.453885182666792,0.008524592618125215
Gene 71,Gene 33,0.9059784213898701,0.3942837072264844,0.4691786935455131,2.6634040949313764e-4
Gene 72,Gene 33,0.45023046217560014,0.03656264636620632,0.0032950548610328756,0.21240346411694633
Gene 73,Gene 33,0.979732193528547,0.15533688948900437,0.09919901675797682,4.605450216470519e-4
Gene 74,Gene 33,0.925327381099539,0.4240688192605624,0.07302037992387933,0.037669108106340055
Gene 75,Gene 33,0.5166673124770287,0.09071162169324709,0.017546320416582883,0.20289812251716044
Gene 76,Gene 33,0.7651458988561921,0.9264780219689361,0.13360130186387065,0.9600745760614893
Gene 77,Gene 33,0.6693868372897884,0.9585240761391363,0.004111788998434784,0.343253020517823
Gene 78,Gene 33,0.8196521617599437,0.1772476262130125,0.009579868545391168,0.0011006074906603214
Gene 79,Gene 33,0.8159872293204962,0.7128921521903848,0.10208023723518012,0.11644421785909898
Gene 80,Gene 33,0.6783796909810529,0.26778676891558995,0.1790022840452039,0.054196412355088874
Gene 81,Gene 33,0.8351321880961189,0.05123851387512479,0.6059479356052533,0.4504316980159493
Gene 82,Gene 33,0.5003822939701439,0.1541965846785136,0.013907834338347635,0.14099401262808509
Gene 83,Gene 33,0.29943020118273056,0.17603584305837705,3.709544897478878e-6,0.613828771310607
Gene 84,Gene 33,0.5805866528431622,0.8137923691171753,0.0043950217939736635,0.02840100055973327
Gene 85,Gene 33,0.4662148188699473,0.1297595084362324,0.004698678733026984,0.903644360112144
Gene 86,Gene 33,0.9421290478109849,0.5210202177550396,0.13566598666712815,0.10863641862652074
Gene 87,Gene 33,0.7045365526219913,0.06749417804082691,0.5204429537312618,0.7103305177442731
Gene 88,Gene 33,0.7781712533922625,0.1314639478618973,0.6442566843019863,6.396793875347306e-4
Gene 89,Gene 33,0.9621766143949384,0.11461469844788152,0.047625395143465976,0.13184858443447078
Gene 90,Gene 33,0.8508919116371467,0.9124620510414159,0.06006747627283704,0.9569074180385044
Gene 91,Gene 33,0.9350274511921441,0.07692018715420001,0.047694954591758876,0.8843171443509212
Gene 92,Gene 33,0.4618866829279642,0.5281928881302111,2.747058715133477e-4,0.6482460062752142
Gene 93,Gene 33,0.9989583220674378,0.3572903062743531,0.07629377962593775,0.013438795037465256
Gene 94,Gene 33,0.6448261221202161,0.46277179195642093,0.14841934826028402,0.13570209613960738
Gene 95,Gene 33,0.8383943171064534,0.5913014349502927,0.6698703089439388,0.9776772203652484
Gene 96,Gene 33,0.8288678190847354,0.7022587609208131,0.7295604142423799,0.31837929174849733
Gene 97,Gene 33,0.6632824730959761,0.022840040041185894,0.22333950518559464,0.9317895737457051
Gene 98,Gene 33,0.8859894836408515,0.17681499288397973,0.8679693928532539,0.06452196790285503
Gene 99,Gene 33,0.5768295530158265,0.3624014227165846,0.04495162530170149,0.09751252395143295
Gene 100,Gene 33,0.45231195388169265,0.6826846854270876,2.5086210375668827e-7,3.5167884171771746e-4
Gene 35,Gene 34,0.2290635950121398,0.13870924891770198,4.0014271096566745e-7,0.36691667902175973
Gene 36,Gene 34,0.9359410857483721,0.6275205951015872,0.5734238546781742,0.6205274422323459
Gene 37,Gene 34,0.38541171575360256,0.270482715233368,6.384771855307836e-4,0.7989613287246666
Gene 38,Gene 34,0.9035274918639533,0.07548292357064312,0.5275268808350526,0.19626677052453245
Gene 39,Gene 34,0.8007533356038103,0.08499302182815671,0.9842154243148653,0.5150046056757318
Gene 40,Gene 34,0.7437783577144714,0.2482524593595099,9.634842058507953e-4,0.7439910424033596
Gene 41,Gene 34,0.923566686561414,0.42726470294765884,0.637537780472335,0.2825299891422839
Gene 42,Gene 34,0.472703238243102,0.22091901886183574,0.008061328769147114,0.60524011612531
Gene 43,Gene 34,0.8257573413237433,0.030126326378551838,0.46760008787372853,0.16013529832038076
Gene 44,Gene 34,0.8836480087258183,0.4686475283872258,0.2971247870746563,0.13144191105323633
Gene 45,Gene 34,0.7461767905293288,0.05626556993292953,0.9917947261304381,0.18870349097183303
Gene 46,Gene 34,0.5473584508584339,0.46054447960567124,0.1175697160709881,0.023118977719345235
Gene 47,Gene 34,0.7748329242715539,0.9065170841018948,0.1209112708667679,0.41610594993121963
Gene 48,Gene 34,0.9365051199027492,0.09930483249134325,0.3901074278175327,0.4095158470160509
Gene 49,Gene 34,0.4642503270946712,0.2138261727977675,0.005180824129491057,0.5032605301642583
Gene 50,Gene 34,0.7974415598138833,0.5357979586695636,0.18908366098884977,0.5317075215403984
Gene 51,Gene 34,0.7870290231676602,0.8490136906918984,0.133375792228976,0.12073833440279902
Gene 52,Gene 34,0.917345344618415,0.05798628099722114,0.1754772249824783,0.020932135128708174
Gene 53,Gene 34,0.5793025300886923,0.6707842272451963,0.016684918891245015,0.4997455579767096
Gene 54,Gene 34,0.5670188320336693,0.34400970197655933,0.04323449137002555,0.1996269804804014
Gene 55,Gene 34,0.6499433907181549,0.6221142323737627,0.019315784759824206,0.7506205298568414
Gene 56,Gene 34,0.4034757815841594,0.17809950470797098,4.481294539966374e-4,0.005113720484266171
Gene 57,Gene 34,0.9654581930513275,0.0792506933125412,0.08268428946341566,0.7464578020710659
Gene 58,Gene 34,0.9976819715353793,0.40839846745141495,0.16824369834185893,0.019380727274636467
Gene 59,Gene 34,0.9855476825214371,0.6130708870232626,0.3586809202658032,0.34798193326311955
Gene 60,Gene 34,0.7004329794208695,0.3387899114301194,0.42174036985138175,0.4001755032775236
Gene 61,Gene 34,0.31499661369209386,0.1379711354725206,4.7219523602315405e-7,3.1060715819819507e-5
Gene 62,Gene 34,0.8943228046042471,0.18832870718043648,0.054983979493985924,0.7645936091852956
Gene 63,Gene 34,0.9349432374974329,0.12422006958689602,0.21159196466405716,0.8201151932817301
Gene 64,Gene 34,0.42115938329966474,0.36037134453977226,6.86650913175546e-4,0.05958787381550179
Gene 65,Gene 34,0.8413547982829552,0.7723671203458775,0.3375306139000158,1.7126827116542565e-4
Gene 66,Gene 34,0.36474220847881655,0.07676528825076567,5.757425962626961e-4,0.678954554467931
Gene 67,Gene 34,0.8257889562768681,0.2785858108782191,0.05951314967059251,0.42534291176729155
Gene 68,Gene 34,0.8565530456682977,0.812027424077532,0.2653162718585502,0.9810375454747124
Gene 69,Gene 34,0.732458241659453,0.015650144766502505,0.9691832300056735,0.08319907975008789
Gene 70,Gene 34,0.9194261276104232,0.504920546697154,0.84478083245739,0.15459088335200688
Gene 71,Gene 34,0.6694401209183267,0.3923649903048694,0.027101101934457583,0.5728038569480596
Gene 72,Gene 34,0.6401809009383803,0.025253742166962967,0.41798630500486755,0.5176777275733453
Gene 73,Gene 34,0.29311153743240026,0.10004360712141436,1.41833214146736e-5,0.04757437732953984
Gene 74,Gene 34,0.42945453373748244,0.2501229931674551,5.435050720417056e-4,0.1783449290179624
Gene 75,Gene 34,0.5507895467503863,0.0500786023354578,0.1406825690096567,0.92315062553939
